language_name,Nederlands
party_screen_ChoosePokemon,Kies Pokémon
party_screen_CannotChoosePokemon,Kan deze Pokémon niet~kiezen.
party_screen_TakenItemFromPokemon,Nam een [ITEM]~van [POKEMON].
---
NewGameScreen:
new_game_intro_1,Hallo!~Sorry dat je moest wachten!*Welkom in de wereld van~Pokémon!*Mijn naam is Oak.~Mensen noemen mij de Pokémon~Prof.*Deze wereld wordt bewoond~door wezens die wij...
new_game_intro_2,Pokémon noemen.*Mensen en Pokémon leven~samen door elkaar te~ondersteunen.*Sommige mensen spelen met~Pokémon,anderen vechten~ermee.*Maar we weten nog niet alles~over Pokémon.*Er zijn nog veel mysteries~om op te lossen.*Daarom bestudeer ik elke~dag Pokémon.*Nou, hoe zei je ook alweer~dat je heette?
new_game_intro_3,~ben je er klaar voor?*Jouw eigen Pokémonverhaal~staat op het punt te~beginnen.*Je zult leuke momenten en~zware uitdagingen tegenkomen.~Een wereld vol dromen en~avonturen met Pokémon~wacht op je!*Laten we gaan!*Ik zie je later!
new_game_intro_weird_name_1,Goed! Dus jouw naam is~
new_game_intro_weird_name_2,!*Hm dat is een~rare naam.
new_game_intro_known_name_1,Goed! Dus jouw naam is~
new_game_intro_known_name_2,!*Hm ik weet zeker dat ik~die naam eerder heb gehoord.
new_game_intro_same_name_1,Hé we hebben de zelfde naam.*Mijn naam is ook~
new_game_intro_same_name_2,!
new_game_intro_name_1,Goed! Dus jouw naam is~
new_game_intro_name_2,!
new_game_select_skin,Wat is je stijl?
---
MapScreen:
map_screen_cities,Steden
map_screen_routes,Routes
map_screen_places,Plaatsen
map_screen_roaming,Dwalende Pokémon
map_screen_PokemonAtPlace,[NAME] bij [PLACE]
map_screen_RegionSwitchHint,(Druk op de Shift-toets/Schouderknoppen om tussen regio's te schakelen.)
---
Trainer Card Screen:
trainer_screen_title,Trainerkaart
trainer_screen_collected_badges,Verzamelde Badges
trainer_screen_badge,-Badge
trainer_screen_empty_badge,???
---
Save Screen:
save_screen_question1,Wil je het spel
save_screen_question2,opslaan?
save_screen_progress_validating,Data controleren
save_screen_progress_saving,Opslaan, even geduld
save_screen_fail_title,Opslaan mislukt!
save_screen_fail_message1,Druk op [<system.button(Back1)>] om dit scherm te~sluiten en probeer opnieuw op te~slaan om datacorruptie te~voorkomen.~~~Als het opnieuw mislukt,~zijn de GameJolt servers~misschien momenteel offline~voor onderhoud.
save_screen_fail_message2,Probeer het later nog eens,~of stuur ons hier een~bericht:~Discord Server:~www.discord.me/p3d~~Official News:~pokemon3d.net/blog
save_screen_success,Spel opgeslagen.
save_screen_press,Druk op
save_screen_to_continue,om door te gaan.
---
Apricorn Screen:
apricorn_screen_apricorns,Apricorns
apricorn_screen_producing,Ik ben bezig met het maken van de PokéBallen.~Kom later terug.
apricorn_screen_backadvice,DRUK OP [<system.button(OpenMenu)>] OM TERUG TE GAAN
apricorn_screen_choose_apricorns,Selecteer de Apricorns waarvan ik PokéBallen moet maken.
apricorn_screen_ok,Oké
apricorn_screen_clear,Wis
apricorn_screen_take,Neem
apricorn_screen_ready,Ik heb de PokéBallen voor je gemaakt. Hier is het resultaat van mijn werk:
apricorn_screen_obtain,ontving
---
Donation screen:
donation_screen_donators,Donateurs
donation_screen_backadvice,Druk op <system.button(OpenMenu)> om te sluiten
---
Rename Screen:
rename_screen_title_Question,Hernoem [NAME]?
rename_screen_title_EnterName,Voer naam in voor [NAME]:
rename_screen_button_Rename,Hernoem
---
Shop Screen:
shop_screen_title_store,Winkel
shop_screen_title_BuyItems,Koop Voorwerpen
shop_screen_title_BuyCategory,Koop [CATEGORY]
shop_screen_title_SellItems,Verkoop Voorwerpen
shop_screen_title_SellCategory,Verkoop [CATEGORY]
shop_screen_button_buy,Koop
shop_screen_button_sell,Verkoop
shop_screen_button_exit,Weg gaan
shop_screen_buy_NoItemsToBuy,Er zijn geen voorwerpen om te kopen.
shop_screen_buy_InStock,Op voorraad:
shop_screen_sell_NoItemsToSell,Je hebt geen voorwerpen om te verkopen.
shop_screen_sell_confirmation,Wil je [AMOUNT] [ITEM]~verkopen?
shop_screen_buysell_PricePerItem,Per Voorwerp:
shop_screen_buysell_PriceTotal,Totaal:
shop_screen_buysell_InInventory,In Inventaris:
shop_screen_buysell_DescriptionHint,Druk op [<system.button(special)>] of Select om de beschrijving van het voorwerp te bekijken.
shop_screen_buysell_CurrentBalance,Huidig Saldo:
shop_screen_currency_BattlePoints,Gevechtspunten
shop_screen_currency_Coins,Munten
shop_screen_currency_Pokédollars,$
shop_screen_currency_short_BattlePoints,GP
shop_screen_currency_short_Coins,M
shop_screen_currency_short_Pokédollars,$
---
Blackout Screen:
black_out_screen_line1,Je hebt geen strijdbare Pokémon meer!
black_out_screen_line2,Je zult naar de dichtstbijzijnde
black_out_screen_line3,veilige plek gebracht worden
black_out_screen_line4,om verdere schade aan je
black_out_screen_line5,Pokémon te voorkomen.
---
Hall of Fame Screen:
hall_of_fame_screen_title,Eregalerij
hall_of_fame_screen_entry_number,Inschrijving Nr.
hall_of_fame_screen_entries,Inschrijvingen:
hall_of_fame_screen_type1,Type 1
hall_of_fame_screen_type2,Type 2
---
Credits Screen:
credits_skip,Druk op [<system.button(enter1)>] om tot het einde door te spoelen.
credits_continue,Druk op [<system.button(enter1)>] om verder te gaan.
credits_title_Pokémon Brown (Rom Hack),Pokémon Brown (Rom Hack)
credits_title_Pokémon Brown 3D (GameMode),Pokémon Brown 3D (Spelmodus)
credits_title_Map Design,Map Ontwerp
credits_title_ActionScript,ActionScript
credits_title_Bug Testing,Bug Testen
credits_title_Special Thanks,Bijzondere Dank
credits_title_Translation,Vertaling
credits_title_THE END?,HET EINDE?
credits_line_Thanks for playing!,Bedankt voor het spelen!
---
Voltorb Flip:
VoltorbFlip_LV.,NV.
VoltorbFlip_CurrentCoins_Line1,Munten in dit
VoltorbFlip_CurrentCoins_Line2,Nv. verzameld
VoltorbFlip_TotalCoins_Line1,<Player.Name>'s
VoltorbFlip_TotalCoins_Line2,Muntentotaal

VoltorbFlip_MemoButton_Open_Line1,Open
VoltorbFlip_MemoButton_Open_Line2,Memos
VoltorbFlip_MemoButton_Close_Line1,Sluit
VoltorbFlip_MemoButton_Close_Line2,Memos

VoltorbFlip_QuitButton,Stop

VoltorbFlip_QuitQuestion_Question_1,Als je nu stopt, ontvang~je
VoltorbFlip_QuitQuestion_Question_2,Munt(en).*Wil je stoppen?

VoltorbFlip_BeforeNewLevel_Main_Question_1,Speel Voltorb Flip Niveau
VoltorbFlip_BeforeNewLevel_Main_Question_2,?
VoltorbFlip_BeforeNewLevel_Main_Answer_Play,Speel
